word,chinese_translation,stage_origin,frequency_21215,review_count_21215,example_context
anan,anan,Stage Final (Full Corpus),20,6,"review_442bd14270e4cf874af0ab43 :: Last year, Taquan (pilot Dave and guide Mark Phillips) did an excellent job at getting us to Anan Creek.  However, due to our ship's limited time in port last year, along with poor..."
boxed,boxed,Stage 1 (500 Discovery),20,19,"review_28efb948a887db7190d66ddb :: Trip Reserved: Grand Canyon Deluxe with Hummer
Our Group: 2 families (4 adults, 2 teenage boys)

On a recent trip to Las Vegas, we wanted the views of the South Rim without the 9 h..."
bryan,bryan (名词),Stage Final (Full Corpus),20,18,"review_995ca5e901e414eab02045ed :: Our tour guide, Bryan (?) was incredible!
He made it a point to give us equal views of the mountain no matter what seat we were in :)
The flight was extrememly smooth, no turbulenc..."
buying,buying,Stage 2 (2000 Expansion),20,20,"review_1a8955f57f1215a6c03d3912 :: These guys were amazing.
From the customer service to the actual tour, these guys just had it going on.
As the 1st day in Talkeetna was overcast and snowing, we rebooked our flight..."
carried,carried,Stage 1 (500 Discovery),20,20,"review_fb444b09ca144f104f98424a :: Loved my ride with Northwest Seaplanes! 

Check-in was easy, hangar staff was friendly and promptly answered any questions I had regarding the planes. Drinks along with merchandise..."
catching,catching,Stage 1 (500 Discovery),20,19,review_8fa7a51cc69e96abb4f53826 :: We traveled with Planet Earth Adventures for a week and one of our adventures was a float plane trip with Alaska Bush Float Plane Service.  The Talkeetna location is located on Fis...
cesna,cesna,Stage Final (Full Corpus),20,18,"review_20e74e38bc4fb85fae84289d :: Like most general aviation the plane is an older model Cesna.  Very safe and reliable. Oscar, our pilot is young and foreign born. Many pilots in Miami are. He was excellent...."
cheers,cheers (名词),Stage Final (Full Corpus),20,20,"review_76f2186dc8f2e8cdf20ea79c :: Our pilot Jason was fantastic; super nice and knowledgeable and took us on a 30 minute tour over the islands, Orcas Island and back to Friday Harbor. Take off and landing were so S..."
comparable,comparable,Stage 1 (500 Discovery),20,20,"review_72ad9a5e6ddfb15ad7fd05b7 :: Northwest Seaplanes completely exceeded our expectations on our recent trip to Desolation Sound, BC. This is a very professional outfit that operates seamlessly. The seaplanes are ..."
competitive,competitive (形容词),Stage Final (Full Corpus),20,20,"review_69cabf31ca71cadfdb41da7e :: K2 was amazing! Their wonderful reviews led me to them. Their competitive rates/discounts were a big factor as well. 

Our flight was canceled the morning of due to wildfire smoke ..."
computer,computer (名词),Stage Final (Full Corpus),20,20,"review_a784ebcd32bff17e126e5b62 :: We did the 45 minute tour and it was one of the best things we have ever done. It is by far the best way to appreciate the scale of the canyon. 

The seating in the chopper is set ..."
countless,countless,Stage 2 (2000 Expansion),20,20,"review_3a6949700bc4f59f6a706c01 :: We had a couple of days in Ketchikan and thought that our trip with Taquan would be cancelled for sure, due to the drizzle and low clouds. However, even with the less than ideal we..."
courtesy,courtesy（名词/物理实体）,Stage 1 (500 Discovery),20,20,"review_69b44dac34b50350cfb373aa :: Steve, our pilot was sensational.   We were greeted by name, promptness, and courtesy.  They took our bags and explained the flight procedure.   Steve pointed out areas of interest..."
cruised,cruised (动词),Stage Final (Full Corpus),20,19,"review_435119221505b3380abef27c :: My family of three had an amazing experience with Captain Carla on the Signature Tour! My son and I were very nervous, but Captain Carla was so kind and competent. We departed from..."
decades,decades (名词),Stage Final (Full Corpus),20,20,"review_cfbf25a0b1a3bc09ef2b51e5 :: Michelle took good care of the three of us!  I'm an aviation expert with decades of engineering and mechanical, as well as airlines experience.  This team is bar none the best!  Al..."
deliver,deliver,Stage 1 (500 Discovery),20,20,"review_4899b603a9d2f1beb416a798 :: This company does not deliver pleasant experiences.

This company makes guest violently ill and then act aggressively toward the guest in a hostile manner causing the guest to beco..."
dhc,dhc,Stage Final (Full Corpus),20,20,review_049f5dbc06609b22c9abe098 :: Took a 30 minute  flightseeing trip with family over Seattle.  Provided a unique overview of the area with knowledgeable pilot.  Flying in the DHC-2 Beaver was a fantastic experien...
endless,endless,Stage 2 (2000 Expansion),20,20,"review_52347e1e494c72afee91a465 :: My cousin told us that the very best use of our money in Alaska would be on a scenic flight around Mt. McKinley. Even though they are expensive, she told us they are worth every pe..."
equal,平等的 / 相等的,Stage 2 (2000 Expansion),20,20,"review_995ca5e901e414eab02045ed :: Our tour guide, Bryan (?) was incredible!
He made it a point to give us equal views of the mountain no matter what seat we were in :)
The flight was extrememly smooth, no turbulenc..."
exit,exit（名词/物理实体）,Stage 1 (500 Discovery),20,19,review_86e423350ff66f7104f81617 :: The experience must never be repeated! The ride was dizzying with an incompetent pilot without a co-pilot and the microphone that didn't work and at the exit we paid 90 dollars mor...
expanse,广袤空间 / 辽阔地带,Stage 2 (2000 Expansion),20,20,review_d7ace4f86ab934f0424650a5 :: Landing on the glacier was probably the high point of the tour.  Being up in the air and looking down makes a person realize how small we all are in the vast expanse of the wildern...
extreme,extreme,Stage 1 (500 Discovery),20,19,review_f787dda90cfab2700bde4a08 :: Amazing Views of the surrounding area!! Found out at hotel pick up  we wouldn't be able to land on the glacier due to extreme fog.  Disappointed but understand they can't control t...
fruit,fruit (名词),Stage Final (Full Corpus),20,19,"review_038e4c6f066027b2dacc598d :: Spendy but worth it.  Traveled with 14, 17 and 18 yr olds. They loved it!  Not recommended for young children; too long of a day. Day started out with a 515am pick up from our hote..."
grown,grown,Stage 1 (500 Discovery),20,20,"review_2fa849492d02f429fc735d07 :: Amazing. Very choppy with turbulence but worth every penny to see that awe inspiring view from above. 
A memory for me to cherish as both my grown up sons with me..."
guidance,guidance（名词/物理实体）,Stage 1 (500 Discovery),20,19,review_a2b3cf2d16dcbbae8fc45f56 :: This was an experience and way more than imagined!  Such an easy day because Westwind Tours took care of everything. Easy flights thanks to Caden and Carla and an amazing experienc...
heads,heads (名词),Stage Final (Full Corpus),20,19,review_9cc699fcb8b3d3fab878cc9f :: I'm conflicted as to how to review Westwind as we had two different planes for our group of 16 family and friends (ages ranging from 25 - 60) who had completely different experienc...
highlighted,highlighted (动词),Stage Final (Full Corpus),20,20,review_e0ad06300024258fcd9a2b2b :: This was a brilliant afternoon. The setting is picturesque and a great deal of thought and work has gone into making it a pleasant experience overall. The on-site facilities are fi...
holding,holding,Stage 1 (500 Discovery),20,18,review_85d6499b677eea59208c09e0 :: We saw that the weather was going to be clear for the several days that we were in Talkeetna (late August '16) and booked a flight-seeing tour with this company.  The weather was p...
hung,hung（过程/动作动词）,Stage 1 (500 Discovery),20,20,review_44bbe9a73fd23ce4436c395f :: We were fortunate enough to have great weather when we arrived in Ketchikan. (The town gets more than 200 inches of rain per year.) So we opted to book a float plane tour. We did a...
immense,immense (形容词),Stage Final (Full Corpus),20,20,"review_6aacd697959161f6b7fb0f74 :: We booked the Summit Flight with Glacier Landing, but it was cancelled due to bad weather. We were kept informed at all times which we appreciated, and they phoned to inform of the..."
impact,impact（名词/物理实体）,Stage 1 (500 Discovery),20,20,"review_48f006ddd5539467c34e6541 :: Our sighseeing tour with glacier landing was bumped for several days in an attempt to get cooperative weather. Unfortunately, the landing was not to be. Depite the disappointment, ..."
inches,inches (名词),Stage Final (Full Corpus),20,20,review_44bbe9a73fd23ce4436c395f :: We were fortunate enough to have great weather when we arrived in Ketchikan. (The town gets more than 200 inches of rain per year.) So we opted to book a float plane tour. We did a...
kamm,kamm,Stage Final (Full Corpus),20,19,review_dafd17fb22d68e59bc4affa4 :: I chose to fly with Seawind Aviation on recommendation from my father who has had two previous tours with Steve Kamm.  The whole experience was fantastic. We flew in a vintage floa...
knik,knik,Stage Final (Full Corpus),20,18,"review_a775456a585aebb3c43cb1cc :: Unfortunately, the weather did not cooperate for us to take our scheduled flight and glacier landing.  We rescheduled and tried the next day, but still weren't able to go.  So we e..."
leeann,leeann,Stage Final (Full Corpus),20,15,review_388726fa186f27284c653b9e :: Landing at Base Camp. Great view of Denali. LeeAnn was a very informative and competent pilot. Felt very safe. Smooth flight....
likes,likes (名词),Stage Final (Full Corpus),20,20,review_ff4ce1779e954c6835af43d7 :: Eric owns and operates the flight. That makes a big difference because he genuinely cares you enjoy your time on the plane. He helped me take off from the runway and fly it a bit b...
manatees,manatees（名词/物理实体）,Stage 1 (500 Discovery),20,20,"review_353db7df037c0f831b38a71e :: Amazing trip to Key West with Miami Seaplane Tours.  The flight was fabulous and we saw lots of marine life on the way including sea turtles, sharks, manta ray, stingrays and whale..."
mask,mask（名词/物理实体）,Stage 1 (500 Discovery),20,19,"review_58ba87f9326f017e0b3399ae :: I hate to write a review in the midst of COVID for a small business, but unfortunately due to our experience I’m writing this in hopes that nobody else has the same experience. We ..."
maze,maze (名词),Stage Final (Full Corpus),20,20,"review_14beb949771ebdbe5b94c3f8 :: We had a great experience  with our Redtail flight over Canyonlands. Our pilot, Ethan was friendly and very informative.  Gave us a nice smooth flight with awesome views of the par..."
nephew,nephew (名词),Stage Final (Full Corpus),20,15,review_74583e2676252038a02e2224 :: We were on our boat near River's Inlet and headed South to collect my brother and nephew who we were flying in for my nephew's 16th birthday present.  He had never been on a float ...
nicole,nicole,Stage Final (Full Corpus),20,17,"review_8c5f4dc76f97976508d36cd4 :: I highly recommend this tour -- it provides a spectacular view of the entire island (including Hanalei Bay, Waimea Canyon, and the Napali Coast, among many others) which really let..."
