word,chinese_translation,frequency,review_count,example_context
windows,非情感/中性客观词,15,13,"review_8f5e0f00afe0371683965f83 :: There were 4 passengers on the plane and we all had great views out our windows!
review_cbe4d099bc688920d0a3a2b9 :: We could see out the back windows to the tarmac and noticed that one of the company's planes had just landed.
review_b8ab433b6add39f65bbcf6a9 :: I sat in the back in the middle and had a very restricted view compared with those sitting in the front or next to the windows.
review_b8ab433b6add39f65bbcf6a9 :: It is highly unfair that the people at the front had panoramic views and I had to try to see past the people either side of me and look through their windows.
review_bab9df7e8bd9919aeef4816d :: However, unfortunately we were allocated middle back row seats and the views out of the windows were severely restricted."
accommodating,,14,14,"review_6c89ecdf05add32f2e5cb9a7 :: My pilot and guide Chris was knowledgeable, accommodating, skilled, and very friendly - his steady piloting and narration throughout the trip added to an already amazing trip.
review_efee5badd7769dc020d8201c :: Very accommodating.
review_e7562e1f4891b86d7653e19d :: K2 staff and pilot professional, facilities clean and all were accommodating.
review_e2dc2a31bed85af6df3536af :: The pilot was very accommodating, and agreed to take a shorter route back to ease my wife's air sickness.
review_cdfb30308f4301fae846c380 :: We traveled to Friday Harbor and back to Seattle with Friday Harbor Seaplanes and they were accommodating and such a pleasure to deal with from start to finish."
allowed,,14,13,"review_c42ba42468c6eebef97f3663 :: We even landed on a small lake and were allowed to stop outside of the plan on the pontoons.
review_a49c3b4b417661efc807e243 :: In addition, they could have allowed someone else to reserve those seats, so if you aren't going to show, please provide common courtesy and make a simple phone call.
review_f636b160dcd5b8cb35245d33 :: He also allowed us to take some wonderful photos of the wild life by driving very very slow.
review_f636b160dcd5b8cb35245d33 :: The pilots were very, very lovely and allowed the passengers to go to the cockpit to take photos as we were flying over the amazing landscape.
review_bc094451a516daefa055857a :: This tour really allowed us to see something unique and fit into our travel plans nicely."
already,非情感/中性客观词,14,11,"review_6c89ecdf05add32f2e5cb9a7 :: My pilot and guide Chris was knowledgeable, accommodating, skilled, and very friendly - his steady piloting and narration throughout the trip added to an already amazing trip.
review_6c89ecdf05add32f2e5cb9a7 :: I can't recommend this highly enough - I'll remember my flight for the rest of my life and am already looking forward to a future opportunity to re-live it.
review_e68e4472a8fa5075641e96df :: We we got to the desk and told them who we were we found out the plane that we were supposed to be on that was being held for us to get on after we had arrived had already left.
review_772ff94294876fd4aa1756db :: We were unable to land on the glacier and a credit was already there.
review_0007fe1c2b3216a8645c4245 :: After being in Alaska for about a week, we were really looking forward to our float plane ride - as we had already seen so many fly by."
big,非情感/中性客观词,14,12,"review_af6e91837198d33f81e2790e :: If you ever felt nervous about turbulence on a big commerical plane you will contemplate your existence bouncing around in turbulence in a 8 seater, especially over the canyon.
review_75cdb4112994bd19ab8118d1 :: Worst experience compared to every other tour we did in Kauai and big islands, they started 30 minutes late than actual time which was 4.
review_85a3492146c38815f6571d4c :: This was well worth the price during a week long trip to Honolulu and I left the big island feeling much more educated and enlighten on the area.
review_a9084999a4023b6bc85539c5 :: We took a private tour of the active volcano on the big island.
review_5acad42fcb96595910c9a410 :: We set aside this relatively big chunk of money as the big special thing we were doing at the Grand Canyon."
calm,,14,14,"review_391296b7cc0f06b72663511f :: Well worth it and the flight was even and calm, important for queasy fliers.
review_da8299d8fba78458a1318905 :: You see the Grand Canyon from above (which is a vaster, more expansive view than you get hiking in it-- a different way to see it than we had the day before), see the canyon walls from below as you raft down the river (though, this is through Glen Canyon, not the Grand Canyon-- rafting waters through the Glen Canyon are really calm while the waters through the Grand Canyon are rougher.
review_c97195f47230668478751e71 :: Made us very calm before take -off and then once in teh air flew us with great professionalism over this wonderful city.
review_3be86b281748fcad0f0f0b34 :: He tells you all the rules, is very calm and reassuring.
review_1abcbc85e601f91ee16e3669 :: The flight was calm and smooth."
cannot,非情感/中性客观词,14,14,"review_291988db94de25fedef72be3 :: I cannot say enough about how fun and interesting this flight was to see so much of the island and to get such a detailed commentary from Kevin!
review_8b4c172e7b644d8c4b931cc0 :: Words cannot do justice to the scenery and the tranquility felt during our short stay on the pontoon.
review_f1afb11c14a20df3c0e654e1 :: Words simply cannot describe the jaw dropping majesty of this flight.
review_bd821a97ad719aeeebde185a :: This is a great alternative for people who are nervous about helicopters (like me) or who have weight limits and cannot take a helicopter.
review_93b20d34356a3ffa721dd249 :: To see what we saw would have required a few days of trips around the island - all completed from the best view (some that you cannot see by hiking or by car) with a great captain."
care,,14,13,"review_082e1f27aa3bb895882c5db8 :: It's family-owned so they take real good care of you and make sure that you have an awesome experience.
review_feb8e8b8f877bcebb986186f :: Seeing the teams come into the Rainy Pass, check in, take care of their dogs, talk to the vets and answer our questions was unbelievably nice.
review_767bec68b932ffbf60702af0 :: Their care of customers is unmatched!
review_fab70dd8dd9c0a8097ecceea :: She took care of us and was super knowledgeable about everything about Denali.
review_dd13be75c4e20e2ce06840f8 :: You just feel more taken care of."
crew,非情感/中性客观词,14,14,"review_7610caa1138d8b33b74c4e88 :: The crew was professional, aircraft was top notch (nothing rickety here) and the cost was reasonable compared to other air tours we have done in different parts of the country.
review_f5f9cfcb1ff8c9e809596258 :: The crew was very professional and for us this is literally one of the best vacation decisions we have ever made.
review_7b8fca9fb1b20483fadf5af6 :: The crew ( Capt Josh, Ellen and Ciera) was excellent.
review_c6388dc2ce0d1b794c18df93 :: Great ground crew, a wonderful pilot and guide, and a memorable flight!
review_f1afb11c14a20df3c0e654e1 :: They are a great crew."
enjoy,,14,13,"review_b76e6c2bc278477c91d37c62 :: My brother and I booked this tour as a Father's Day gift for our dad - planning that all 3 of us would enjoy the experience together.
review_b79c6cfcd7b2a3c981b7475b :: There was enough info to be interesting without being overbearing, so we could still enjoy the experience.
review_a16674769364bddb39438f8b :: If you've ever wanted to enjoy a truly unique way to enjoy the magnificence of the Grand Canyon, Westwind is the way to go!
review_e265784b06b03e9657bda9ff :: We made rounds so each side of the plane could enjoy all the great views.
review_6bbc264bc4a808a43fe95ceb :: He did his best to make sure we saw all that we could and that people on both sides of the plane could enjoy the views."
excursion,非情感/中性客观词,14,13,"review_07b74d25ca8cca39cb34a0be :: I did this excursion today on 06/20/2013 and I had a bad experience on this ride which I would like to share especially from the pilot of of our float plane.
review_26666fb5871f5009a89cc1e1 :: This is definitely a “must do” excursion while in Maui.
review_b8ab433b6add39f65bbcf6a9 :: This excursion is a once in a lifetime event and should have been a wonderful memory, instead it was an expensive and poor experience.
review_a158a996fb85a211763435ea :: We went through the Carnival cruise excursion and even though it says no bags/purses, they've got lockers for your stuff and you can bring a small purse with you.
review_feb8e8b8f877bcebb986186f :: The only thing that could have made the excursion better is if we could have stayed longer."
